,open,high,low,close,volume
2026-02-11,215.00800719640566,219.74474113133556,212.10335759492398,215.77807393598636,86932959
2026-02-12,214.15349833739162,214.9642019463714,209.4130207318478,213.60076341529918,68583950
2026-02-13,205.07892227260413,207.72372842866935,203.58861231203647,205.41032995192754,68455858
2026-02-16,209.9116528137271,211.3988179270024,206.22478225125022,209.2483524393867,45873481
2026-02-17,207.39623796906986,209.13434404363338,205.852598109009,206.74954791895658,48975975
2026-02-18,206.0067467972895,210.48943332947456,203.9607612196452,206.61698337329724,54491695
2026-02-19,208.25398157718544,209.50481959221062,205.7782195402625,208.9317869548044,85479695
2026-02-20,210.32451473990756,212.62374375232184,207.64404616853363,210.26294128256774,36384084
2026-02-23,207.53829704785173,209.2643602304173,206.15282885275238,207.97397074514163,78168194
2026-02-24,206.21515975765485,207.1490354132607,205.2787079900662,205.76871543219886,69447260
2026-02-25,200.7577405970509,204.6467062882412,196.46420281582357,199.9859654878902,100517417
2026-02-26,201.25420259712917,204.03949596633527,197.75066343059004,202.16904281964185,103468815
2026-02-27,206.3410001268737,207.9821532860069,201.5526923671836,205.3706314698152,85987157
2026-03-02,206.60480003562944,208.16304283548962,203.76189805882626,207.4477368719082,78268889
2026-03-03,211.6076783943076,215.05546348649352,209.4738517735091,210.97690367321275,101486729
2026-03-04,206.79061552181815,207.3949166665157,205.14433500268999,206.3462553147325,107596304
2026-03-05,204.46927227475413,208.27976928430536,201.8694357418599,205.18146976560885,73632292
2026-03-06,207.02617740415988,208.46019657516368,203.77608641308072,206.22510267270846,93465095
2026-03-09,212.83403411441176,214.0556466507824,210.906897153195,211.85848294440507,84273722
2026-03-10,211.46804304273257,213.6778808296876,209.45518721152652,210.6717520853981,37954330
2026-03-11,221.4926214220932,222.7358183291845,220.66700052899768,221.5686527732325,82626793
2026-03-12,226.54189418894597,230.3546272492521,222.15802045201838,226.38049017799557,100330796
2026-03-13,226.12129827515645,226.64044390813993,221.36207209233078,225.14165139158203,65724297
2026-03-16,223.62903831474685,227.8250267354129,223.0574898171591,223.60022116735811,102435192
2026-03-17,217.68341287490267,217.818431891373,213.66776277268468,217.78218486587738,115457949
2026-03-18,220.77347486006494,221.57866668895142,218.69182736464356,221.2557014967659,71730016
2026-03-19,222.4492515228249,223.26792468092495,219.21898222486845,222.51330731644506,49671356
2026-03-20,220.64466784421015,222.73001752042867,219.85367227088753,221.196917830761,73961494
2026-03-23,221.23106640571837,224.156450374269,217.70481722178113,221.89179042107529,58319371
2026-03-24,225.8585603573372,229.45051571958933,222.72375477201965,225.42435918117292,93596815
2026-03-25,219.9129647098421,222.7479389997205,216.31778531938573,219.90164005985292,68371901
2026-03-26,220.18481146754408,224.9833005263025,218.16086779596606,221.0999143075709,119082267
2026-03-27,219.5600160683515,222.50550202877227,215.47809156058545,220.0314431561915,80836635
2026-03-30,214.60370872529333,216.7157085797066,210.4617843722525,214.15938153750295,106285706
2026-03-31,205.659906528398,208.90105278390467,204.5820747370252,205.14128349947612,64981961
2026-04-01,201.7651451189144,203.37032834420376,198.78695640502147,202.27444086358707,91907720
2026-04-02,205.71578275995475,208.92579697418583,203.85391674164148,204.98724843737565,95681424
2026-04-03,203.0671729922082,206.35439797995386,202.19365091820399,204.07505038280345,76321505
2026-04-06,202.87700849552547,204.98723862373916,198.99151571798023,203.16341105071652,69232112
2026-04-07,208.8009642299075,212.94618518282928,207.12193337663138,209.10161468449553,120390350
2026-04-08,212.62009333838705,214.46094827722183,208.08199102382008,211.90374171994114,46415456
2026-04-09,212.65861345979818,214.04367811618036,208.61505439095643,213.64690982387253,138072542
2026-04-10,206.77785189020727,210.85897890385536,205.46226175197893,206.15973174492322,59573355
2026-04-13,209.49223716601614,211.48989025164215,206.27782936669607,209.8327521051927,28408823
2026-04-14,206.10050122178725,209.8419760301622,202.26747022907847,206.31439837858704,82433494
2026-04-15,207.9502609197043,212.42883981774838,207.04759601829878,208.68663280984276,75519656
2026-04-16,217.91783028994237,219.50218338598526,216.9763669203037,218.58780530338538,94824688
2026-04-17,214.30901497783398,215.81945762895222,210.8456917996595,214.59327253576066,77355789
2026-04-20,213.5209579655465,215.27691860223098,212.674035060879,214.54057553759114,50904078
2026-04-21,214.38440716830314,217.27861678234015,211.76245542538823,214.95091576720455,91449112
2026-04-22,214.72661756455753,216.3545132767057,209.98999225092268,213.8993419519931,70559061
2026-04-23,220.52135872922827,221.5640608223617,218.59847001156993,221.06402248052746,58328327
2026-04-24,220.3500522556771,223.9676240842154,218.3944810434587,221.33523470584703,103309186
2026-04-27,218.51716840365148,221.2880009869101,216.03029730309908,218.89560446121988,106826703
2026-04-28,215.99295240709404,218.7207291842046,211.9060141497476,215.8333565314155,74323930
2026-04-29,223.25681231553372,223.5657798117577,221.45139436503106,223.47904167702055,74576761
2026-04-30,220.2584016166916,221.44391418039132,219.96575203325503,221.29565474808544,72444910
2026-05-01,219.62947661473797,222.42854878877426,218.41801421722863,220.72043807448284,88272327
2026-05-04,225.48251284440474,227.10125178502523,223.63784453484885,224.80129049956187,59285999
2026-05-05,225.55296099026341,226.4450731203526,224.512334857908,224.67862145196483,108785934
2026-05-06,221.53767103076976,223.2483707517872,219.2212059106325,221.07673593887523,62245427
2026-05-07,220.7847364724635,224.14048908720008,219.39358227327435,221.88203187275022,61741482
2026-05-08,225.63857290563826,229.63435995171776,221.21139160583675,225.0298839714518,98874719
2026-05-11,227.95137020580268,230.97859620912837,225.26889333955174,227.6690393740959,77787507
2026-05-12,232.31650835141227,234.67832655597965,228.04401463013198,232.2506477666911,66349439
2026-05-13,232.7094668653181,235.01827057159304,230.76757366293833,232.1067108132011,111148036
2026-05-14,237.5456176103031,238.05332944076437,236.4129865617593,236.90999963489693,97222543
2026-05-15,236.21253983019673,236.95854765520187,233.80272687576826,235.79534277389638,119506954
2026-05-18,236.0492315798426,237.59646066098315,233.22844635859354,235.39267615437723,127189135
2026-05-19,234.1688294121703,238.41950654980565,230.81988262554617,234.9150880716582,90341029
2026-05-20,228.19488091634028,232.37935508974925,224.59343480734066,227.8281685601558,105514790
2026-05-21,226.11670291151665,228.91140070793475,225.68247110809182,226.225288441079,49806292
2026-05-22,228.53395165534639,232.06197996765704,223.53163129848258,227.49955370597473,46075724
2026-05-25,229.76687913252857,233.3729577574457,228.60758384577983,228.94876244965317,117185779
2026-05-26,230.4239834615741,230.45296509735542,229.3220264437915,229.38145341469715,82601606
2026-05-27,231.28937019155381,233.17338808119825,231.1901936137963,231.38358721107386,62779656
2026-05-28,240.41991937190443,241.28770636628164,237.06904112866158,240.88937400802797,109615648
