,open,high,low,close,volume
2026-02-11,940.0184314677955,954.7130496972385,931.0417355277639,943.1409802884081,5250277
2026-02-12,942.0544200160679,947.9793003494232,932.0467752507778,945.0315255241021,3317762
2026-02-13,949.1860629653163,949.9600049755805,938.549168601176,946.6517415226873,4743818
2026-02-16,965.3169252472137,973.6389518795635,957.9156518036081,962.3190361535197,3703109
2026-02-17,980.56522964103,992.1003170926164,967.6073234713358,978.7610062345461,3994581
2026-02-18,964.3138193196551,974.6577925697945,948.8454974959375,962.6813409534328,3657653
2026-02-19,967.9944316444063,978.1245646007827,950.856179730612,970.4631742898143,3120671
2026-02-20,942.7271458206653,958.6453592150247,933.7851154621401,946.9310805036171,4650295
2026-02-23,969.952190048704,980.5048708732508,959.7562770098032,967.5280675868448,4522674
2026-02-24,953.1334291015066,973.531683394714,944.7827648057777,955.4158263145157,4982863
2026-02-25,948.7743442240945,959.3822939704338,947.7624178238326,952.291217488275,3603690
2026-02-26,964.3861399416032,978.5025571500562,950.9358320738006,967.9674443159366,3939281
2026-02-27,985.7019601243214,1002.5420417762565,969.429922022176,990.4588094773576,1854601
2026-03-02,995.8422805244322,1013.7646990329658,993.909055571664,996.0565950708982,2845566
2026-03-03,1006.215884187542,1014.314544543553,988.3605533141089,1001.9698155742637,879830
2026-03-04,1014.1423446788772,1029.0740828281569,1002.8249783891919,1018.3846072253133,2932405
2026-03-05,1042.0777603799868,1046.482343534437,1031.028864524013,1044.139956077898,5557019
2026-03-06,1032.683087823188,1034.534574595241,1009.2193573732488,1027.848897194595,4589308
2026-03-09,1038.3003835472382,1047.0959723899841,1029.1590530171804,1041.1876999339422,3652293
2026-03-10,1016.2697991740744,1024.7104934923184,999.2985419887116,1019.6320489914035,3245943
2026-03-11,995.0291055081624,1006.5730148307196,989.5446770181076,995.9231448139517,3483569
2026-03-12,1033.2305848406256,1053.0419800638786,1030.2591011508225,1032.6724428486002,3473971
2026-03-13,1049.4540180565114,1061.2362530578666,1044.4822243349029,1047.4772660510566,2911166
2026-03-16,1057.4570241707784,1069.5879032558723,1036.199810204143,1052.9252483791656,4583761
2026-03-17,1052.9342699843883,1070.984036640015,1040.4440388494731,1056.9520402420196,5351139
2026-03-18,1081.5058459050556,1100.4916393826973,1066.7278901675786,1079.4694933671547,2411925
2026-03-19,1055.6241898671542,1059.9377484023532,1054.0254066022853,1054.8252343455379,2755544
2026-03-20,1062.1320566101044,1065.964615752838,1054.273997071417,1058.6329104286544,4267964
2026-03-23,1031.2851063514374,1044.9060341625714,1024.3105071322243,1033.5033343041255,3682032
2026-03-24,1053.732782930985,1073.4169518347614,1035.5924997952143,1057.2967861021887,4212521
2026-03-25,1067.8814814353077,1079.1517000468243,1052.8090435975457,1064.1458448432006,4857899
2026-03-26,1083.789155215093,1090.4213651652026,1070.1759111277152,1083.9615250347551,6367005
2026-03-27,1083.9852485022052,1099.3375739880926,1073.8397971726608,1086.7550127992988,2943978
2026-03-30,1073.2266634163263,1091.0362195185762,1065.9078247078457,1068.0293696663873,4793112
2026-03-31,1072.9992735533347,1073.0729990277312,1063.5786528638334,1070.9257211756765,4682081
2026-04-01,1070.7074102224783,1075.9560204559418,1051.5736814434226,1073.6094344279038,4248211
2026-04-02,1087.8627405859095,1092.7441587439203,1062.621165324803,1084.2866430493966,1834549
2026-04-03,1096.1908066275973,1115.994204972286,1084.6845556955273,1095.1643147023412,3240955
2026-04-06,1099.85625909919,1112.0145658821323,1091.292125059748,1101.7474554873145,3802878
2026-04-07,1076.2415820808544,1094.6023778110364,1052.2176493875252,1073.3036897320756,4667345
2026-04-08,1084.662516847021,1100.7617378340767,1079.1352548073,1082.3755839478592,4162089
2026-04-09,1052.3655344456108,1060.6317118373465,1039.1638487700475,1052.1182637582217,2532719
2026-04-10,1095.089048726539,1099.1412255555651,1080.2834392535465,1090.1701592408708,4102990
2026-04-13,1069.2426865911218,1077.3786791858981,1059.3942308587941,1073.2755331442286,3943337
2026-04-14,1050.9046423031803,1059.2767122094103,1045.4293512298925,1050.6022811785958,4831605
2026-04-15,1050.388167895204,1060.2034296613408,1046.1515590565677,1047.093272123677,4029786
2026-04-16,1059.0343965381915,1064.7760644235009,1048.8982477870154,1057.6759922500548,5864655
2026-04-17,1056.960530643338,1057.188485088373,1046.7932788516644,1054.701044118755,4001282
2026-04-20,1068.1315434420321,1074.6230439349117,1053.4848222533965,1064.5252350649503,2945471
2026-04-21,1091.843710658036,1101.6394801300303,1074.7261451006664,1086.834680004712,3828609
2026-04-22,1104.0397045215866,1116.329975193239,1091.1452698430544,1098.6636932054168,2255766
2026-04-23,1120.2794251159348,1128.824709490697,1108.4219936454622,1125.8925191556748,2187841
2026-04-24,1104.6494382814453,1110.3296377026243,1083.2788245394913,1104.1429020321025,2771262
2026-04-27,1103.9954363583026,1126.5878251035592,1092.8023100548703,1109.3335535948454,3679961
2026-04-28,1077.0308007630922,1089.8605540778,1055.9195457299204,1081.3349008453422,2630754
2026-04-29,1065.200162772203,1078.8988461382887,1053.2831557194625,1063.4217264811562,3058933
2026-04-30,1046.3847793776556,1062.4444942188175,1032.076559976119,1046.8458484406667,4178531
2026-05-01,1071.8033298916162,1087.9125453043075,1052.451518446782,1075.4575844354058,2215063
2026-05-04,1081.9045505674637,1093.5879285636588,1067.8419119981593,1083.0969785805619,3544987
2026-05-05,1062.9940176563293,1082.7384838081857,1061.8996164137989,1063.0006160216726,4023739
2026-05-06,1075.6925314348018,1097.681390716752,1063.8894755084461,1079.167472034371,4046339
2026-05-07,1060.1276681362865,1081.9726914542373,1056.4215917777058,1063.8562134501717,1660015
2026-05-08,1031.8339966955302,1040.8419265716682,1013.0430508349348,1034.691456194681,3536969
2026-05-11,993.2805962603757,1012.1629128210961,990.1808174918959,996.8979815415454,3553328
2026-05-12,1000.0792396737345,1008.6359014807271,977.8540636590299,996.0820129029441,4697927
2026-05-13,955.4800163237232,965.8573874392807,954.6846817135865,958.9206463261852,5979996
2026-05-14,953.0405585749083,966.4093685964529,935.6135546868442,954.9093065354081,2906990
2026-05-15,936.8878453174914,940.2261221113372,934.3316620673043,936.4938192052922,4291754
2026-05-18,952.3973016258317,957.3033016361023,941.9825595238174,950.8569250873339,4010154
2026-05-19,942.5860833090302,943.1042717353508,920.6172879591454,938.8295236202113,3784107
2026-05-20,947.3390671995779,965.1626452286966,931.3493211262684,948.5386551384506,2978718
