,open,high,low,close,volume
2026-02-11,382.0321030535464,382.6942487461345,373.1477873681836,380.328160926617,23652866
2026-02-12,373.8681886434338,380.0353777654533,369.780255722539,374.10667820780833,19742981
2026-02-13,374.42800833489525,380.2252955144917,367.5419019785603,373.376830060823,17685707
2026-02-16,369.81426162935117,372.00967727958624,364.9158153838205,370.67572798395395,18318964
2026-02-17,370.90738765835994,372.1791466646937,367.48848315923,370.37759466700936,26444217
2026-02-18,372.70264058996736,372.7420050737394,365.148191112154,372.3889306734408,15957284
2026-02-19,372.5829272961753,375.50255719247076,369.08343398357255,373.55589411045065,12879535
2026-02-20,386.9184977582616,387.6352760773188,383.72333760325256,386.59353963424473,19348983
2026-02-23,374.61740072879354,378.9359474031162,373.35096427293104,375.9160405027449,22080220
2026-02-24,375.6722499347878,379.41359807945594,370.90202420542477,374.30363078929554,16235322
2026-02-25,377.7240709010022,384.17821335360117,373.63995363307265,378.8511372792973,19778996
2026-02-26,368.2685599648622,371.5086401499553,367.4007044363563,369.22830970745406,23420428
2026-02-27,374.3302954209932,381.5576304659826,370.4772740246853,375.3151419272736,16848755
2026-03-02,366.906043475745,367.1851052508563,365.576363546955,366.3664871439627,13166223
2026-03-03,365.80151025274705,369.81918309079884,359.07168294064405,364.8485168540792,29329071
2026-03-04,374.5511321310621,380.83816922355675,374.34515072174577,376.26031305871265,30165825
2026-03-05,366.2351927016904,371.55802963040156,363.32478785543924,367.73219106208256,16208783
2026-03-06,352.0663576587265,353.9900947021485,351.6351896322345,352.2249004033795,21400302
2026-03-09,338.3014209490866,343.4552780047241,333.67043595714097,339.53580562172937,19957707
2026-03-10,340.3164552986229,347.10284530264255,334.6662908793516,341.2281898351138,23575548
2026-03-11,346.81315480601546,351.3497075666403,343.3510401629561,345.26141168719306,21880192
2026-03-12,350.6426249786907,353.85939066429177,346.12254649608127,350.024495735122,20285359
2026-03-13,348.32474416372014,354.6048756298104,344.6024893627638,347.70733835459106,22317299
2026-03-16,345.1067771291874,348.4661758576192,342.40454557461516,343.41787265301355,26394372
2026-03-17,342.92127925894613,350.23214457465144,339.40855073183855,343.5057688682887,20668903
2026-03-18,340.83271400813777,346.1022214619332,337.12260181235257,339.83213801760365,16527880
2026-03-19,336.33419297551416,340.423701103236,334.51683191856836,334.69852081922284,17042273
2026-03-20,318.92309226751274,323.81647308361636,315.19538685063947,318.97480704511185,5864260
2026-03-23,317.76086320172897,322.1812094295923,312.13480023671417,316.63475482000393,23464980
2026-03-24,318.93043395215904,321.5776083785749,311.4730291158917,317.52044414899586,16128180
2026-03-25,312.97086151989186,314.30388951558484,310.0318206752685,312.9911517605178,19323921
2026-03-26,315.066865719737,317.3907544683678,314.0519921478789,314.1371370671803,29102276
2026-03-27,307.5663465219634,314.231846071868,305.76094513028215,308.78270891625976,21301604
2026-03-30,315.53866401063794,318.27700276077394,310.4267357723255,314.07589224606664,15823508
2026-03-31,319.8257059402012,325.6225730195978,313.8401968080388,319.62918669019984,19223519
2026-04-01,321.5694065189383,322.7622755624008,314.92672564364074,320.1260394706944,24536131
2026-04-02,323.47579492705626,327.9196612910571,322.9173852638041,324.44674523127566,26880726
2026-04-03,324.8988940175313,326.72903561832555,323.2437886224055,324.0578047113076,19839426
2026-04-06,336.5844279732783,343.60528540632083,332.66468261123435,336.9847218834472,21355483
2026-04-07,321.35531297496266,327.85890308060505,316.7677175815624,322.0103237445767,9857666
2026-04-08,316.7089584417811,321.4809126433567,314.63087480952504,315.2206772122687,16751472
2026-04-09,321.6472244742243,327.4379493814041,315.3360781595392,320.1061647041972,15837749
2026-04-10,313.8874078200852,314.8983300047751,306.90046760911355,312.5869034782314,16866631
2026-04-13,316.5385046125285,320.7464336373489,315.5237488510814,316.5546796427521,12909075
2026-04-14,311.681441263135,318.4050180536729,310.1119527676912,312.37280391380085,15826590
2026-04-15,309.9023843938558,314.03839033277933,308.50089071816836,309.76964667896186,24530860
2026-04-16,306.737561854634,310.12524961220385,303.3925864056945,307.5502247541893,17763373
2026-04-17,306.6909547518929,309.6230683077268,302.38747174313113,305.2573061407373,28997110
2026-04-20,310.59577896062524,310.8012939716447,307.7195071188886,309.1747446795742,22352488
2026-04-21,308.16739461043545,313.80410475449514,307.3588082833689,307.77954020019695,15874893
2026-04-22,303.6034495354503,308.8965811475673,299.1970336121267,304.2913203989187,15280460
2026-04-23,307.1653926742229,312.4957855997145,303.3539034624858,306.8203300287818,28619661
2026-04-24,301.74216760813243,302.4680862196673,295.70068176226266,300.63122124263685,22413383
2026-04-27,294.20016626679416,298.0085811315748,292.41349558930165,293.04191539738196,21351528
2026-04-28,299.214576083304,302.8241816900979,295.2670539196948,298.86919090167385,21613166
2026-04-29,291.9965323069496,293.8555539104068,287.0870497477738,291.3949499077968,23202119
2026-04-30,288.7918149127288,289.15651699591416,285.43810170378435,288.7955955368234,13470459
2026-05-01,288.5256526693008,292.93388199665657,285.3934114400312,287.2300967047722,14502589
2026-05-04,280.453182291957,285.1259047544825,275.6708519313041,281.0859575472151,21031757
2026-05-05,285.3349434627089,290.26686412449817,282.40296982117593,284.0376678590849,13152372
2026-05-06,284.6851399590851,285.22033774277395,281.3021116780123,284.13854859046063,12903379
2026-05-07,286.7105724662513,287.51377528476127,284.00934485011726,287.4458535355038,20725334
2026-05-08,289.37880483160166,291.69466469992074,284.90119501357594,287.9395533154743,19379904
2026-05-11,301.4626253362441,306.99978944154617,297.7919992762388,300.6788856390288,21606487
2026-05-12,299.4358835682202,299.92646114056146,296.09154472658423,298.22687913182375,23261222
2026-05-13,301.91092864984466,307.93662624041485,299.2463745866287,302.20873874513,16880152
2026-05-14,308.2430631729031,311.6699548436318,303.79363199247797,309.09433786265754,24081617
2026-05-15,316.0390601111218,317.56437711063535,311.4199740992146,314.7836444525619,18687941
2026-05-18,319.3899566666346,321.6762336010073,315.3579458226667,319.39723591249697,19682368
2026-05-19,326.85714371685583,332.16193188323376,324.66091752186634,326.18582155151216,16327853
2026-05-20,321.1146971968058,327.4919677070882,315.44244093510014,322.1989163019676,22333187
2026-05-21,323.48520302507467,325.6381852435058,317.90273341310984,324.7045635068326,21166240
2026-05-22,321.761737924744,324.412631238849,317.9009559636221,320.5036696653241,15457393
2026-05-25,323.6317044148489,329.01849299323817,317.99161399771805,323.3790776190585,27135928
2026-05-26,317.92129400211326,322.7785596958264,316.88666623089244,319.41393479652606,12979315
2026-05-27,318.39703422006676,319.11035360526137,314.09601236612457,318.70853773685576,21713666
2026-05-28,319.44345300695267,325.36126377176424,315.477945689992,318.0385302037492,26249376
2026-05-29,319.215408387108,323.2786247334955,314.11857384471716,318.57505859720817,25590684
2026-06-01,322.358509918295,326.07981379979327,321.5211572023984,321.63414986153555,30024601
2026-06-02,320.3080176905857,322.2248162060655,317.19762708032636,319.8719323403866,14009251
2026-06-03,321.3378377201716,324.94327524291566,317.2480872421407,321.13234691556715,18146149
2026-06-04,315.39179736313577,322.403028444233,314.8639079741819,316.6993299273968,14627077
2026-06-05,322.31990711165736,329.52284739302746,320.50863750203837,323.83349270735755,27523157
2026-06-08,320.634076457013,324.97962617364465,314.5619571824822,319.84501120711957,10941232
2026-06-09,332.0413661717571,333.5786124675907,325.6981424672409,331.9788966716388,16573146
2026-06-10,340.391611694418,343.8958652814221,339.8965633148893,340.21835466017865,21712127
2026-06-11,342.61090325364734,344.15123863248874,336.28713247740086,343.0049983363636,8741386
2026-06-12,342.5487541148189,347.9420274701261,337.3107058429364,343.27330830800344,27440947
2026-06-15,349.8329094037938,353.2391856473706,348.214259330902,350.0973658800119,31402431
2026-06-16,351.5384408067943,354.9758624419788,345.4429082739026,351.99431154519976,19405446
2026-06-17,351.38359680165445,355.3073984486178,347.70107394333877,352.93806486184764,20478997
2026-06-18,353.42893316879764,360.4785510357051,348.08878221483036,352.5121029478001,19797753
2026-06-19,346.98288623856763,351.22799663526223,344.135702871956,347.8380336034362,22283963
2026-06-22,338.3136214025332,340.71811757592036,333.5960716062286,338.9806126976146,22131355
2026-06-23,349.6835681327108,353.1556699795385,345.49729862446134,348.02733896433455,18560845
2026-06-24,349.69897296656274,352.569826278718,347.87773274615193,350.43220606639284,25397390
2026-06-25,349.9318021627825,356.7152827019723,344.3116846598769,349.95416654045357,20284114
2026-06-26,353.65822588594557,359.10141852416064,346.86748946037693,352.2931951014433,21504250
2026-06-29,345.5103651082088,351.7490396684021,345.38473292762734,346.04959800349667,23701820
2026-06-30,363.3412652404268,367.9398154060673,362.41856724854443,364.4313946572599,11317130
2026-07-01,358.30087297358386,364.4590712344307,356.1051680063858,356.5434247990167,1628958
2026-07-02,356.7930025806093,357.55294826020776,349.7017629384844,357.1036493316942,7367298
2026-07-03,355.00301893157535,360.7737717830959,353.133062947412,354.658377844454,10112142
2026-07-06,366.2213892791646,372.5066716510632,363.2551842849265,367.63381850811624,15757401
2026-07-07,370.75472462066807,371.08477892355324,368.9531142488236,370.9538976691755,16201182
2026-07-08,379.1618597885852,386.0668419153149,376.93302099809966,378.75556488692075,14114927
2026-07-09,379.487550593911,384.13024511980746,372.4005056410296,379.39255255688465,10561566
2026-07-10,374.3428624907075,380.99261979539176,367.8078582674914,374.14992267884,18415719
2026-07-13,377.5325604452337,378.53028982318966,371.70544504396184,377.31493690273703,18336912
2026-07-14,374.3558263319917,380.112413455808,367.8220782918235,373.08858443981865,18876248
2026-07-15,380.20630184908157,382.221213505402,380.14235200583755,381.705299024146,18969084
2026-07-16,370.49088239419063,371.9777839688623,368.6004792188983,371.32112104398817,28498408
2026-07-17,375.8938816515511,378.4917930043349,372.886332419045,376.7912083535817,21854256
2026-07-20,376.5985838458066,378.62892717899047,373.824752600169,377.070658689117,20856258
