,open,high,low,close,volume
2026-02-12,978.7504129345748,978.7688610053885,978.674402347096,978.7143326357746,3714220
2026-02-13,979.730426173851,982.8170936887044,978.4148453628201,981.6915438138586,9265632
2026-02-16,981.2229115433281,992.952389348331,973.231410656039,987.5462286455895,9612302
2026-02-17,985.9654647616364,989.1566474592955,966.5661875205523,971.824032489864,4902367
2026-02-18,972.1707524184415,1025.2669286593725,949.7870386473705,998.1309894852535,7052872
2026-02-19,999.3030853639651,999.58409378216,998.514046082436,998.7062201388007,7358502
2026-02-20,999.6412618138366,1020.2726187838487,992.1117934628026,1012.141283678399,9181344
2026-02-23,1011.3962737189755,1026.9691318824734,1008.1524247720109,1022.6593315006651,9268990
2026-02-24,1024.5134685002263,1038.7086270988414,978.9944084981317,1005.909190332872,5606162
2026-02-25,1007.8016181882819,1018.5588488262831,985.3287153103059,995.6749529573133,5748328
2026-02-26,995.3950136287657,1031.0210938458338,936.1546376718852,966.4568650932368,6069226
2026-02-27,967.4120449112914,1004.5219851616725,946.1100135682974,984.9085759953805,8698175
2026-03-02,985.116420561151,995.2576899488794,944.515260431923,960.7213407187213,7471439
2026-03-03,961.937874111552,1027.39474442041,941.4763124751041,987.8539132461207,5576954
2026-03-04,987.282627318948,988.3106436804633,983.7339756630516,985.8739259267865,6675524
2026-03-05,987.6883160160015,1008.6511988635654,945.655177302534,966.7788042138205,3804541
2026-03-06,965.3628787788301,1026.013472915207,939.049369420844,990.1755653269126,9249684
2026-03-09,990.4711414560467,1020.0941125925605,979.8525456037115,1014.0106938609683,4158816
2026-03-10,1015.3447448172694,1018.9986552540796,1002.127453282166,1007.5550873113217,4713808
2026-03-11,1008.5474357544333,1016.5280964490585,1003.363833261884,1012.748475202869,9188748
2026-03-12,1014.6100254675906,1022.2654984610214,994.3828061289544,1000.1720009144552,3736669
2026-03-13,1000.7625552018217,1026.0089262172485,975.5585186352669,987.0905293279933,3932322
2026-03-16,988.7462956021146,1028.6631496514397,879.5899420939033,949.5471106658707,4485311
2026-03-17,950.1586966382876,1003.0812873502407,926.0791758440822,986.6448629892328,4617951
2026-03-18,985.7295924112417,987.7540684443067,975.5071037621848,981.0904562804657,6403577
2026-03-19,982.1001337018769,990.3383476699291,954.1237910613054,965.6832773000747,3051651
2026-03-20,967.0300741705946,987.2285894499789,957.4793220724941,982.5654428488584,6789680
2026-03-23,980.7214203912172,994.6371571786784,977.6625138284587,990.1958709894898,4506312
2026-03-24,990.8189619044086,995.2922734126611,977.0451453482093,984.532664836903,5027002
2026-03-25,985.3690087596714,1023.6769750050566,968.1634771075197,1004.8916155414378,4871306
2026-03-26,1003.0504697614496,1083.1621942511144,971.2441980809086,1044.1657027907668,7344647
2026-03-27,1042.2845439157295,1044.688825864533,1037.663906297118,1038.936294873738,5289029
2026-03-30,1040.80586540624,1047.5215570139662,1039.6150363490387,1045.604749082877,4615785
