,open,high,low,close,volume
2026-02-11,352.52370555205505,358.45408631028977,345.5104935283816,350.88086731003114,30260900
2026-02-12,349.90451173202484,352.6284018228352,345.3977318770452,350.88086731003114,33804773
2026-02-13,352.24717152690835,359.1431524292848,349.59324610324035,350.88086731003114,53297362
2026-02-16,352.5128893085775,355.0239922025396,350.6490030729799,350.88086731003114,61650373
2026-02-17,351.58408914720565,356.7929296230921,346.7116781561706,350.88086731003114,59504144
2026-02-18,352.5375738853224,353.4125714341023,349.3754507581502,350.88086731003114,63134076
2026-02-19,351.59722921861794,354.0669296213945,346.31547917323917,350.88086731003114,47656067
2026-02-20,349.3835609537034,355.7992493701877,347.55068690980426,350.88086731003114,68699283
2026-02-23,351.83053361898976,356.3535728181776,349.00933210495066,350.88086731003114,64235947
2026-02-24,351.9993573696733,357.7611027274978,346.5524184224454,350.88086731003114,55735299
2026-02-25,349.46403651938124,356.3268008058828,344.2233889880222,350.88086731003114,58684635
2026-02-26,350.166598489607,353.6918512625031,347.6339318135942,350.88086731003114,64233499
2026-02-27,349.91709741820904,350.518795832852,345.92975837312304,350.35978005579716,47157103
2026-03-02,349.30829344859836,350.9003739258376,344.8566956584807,350.88086731003114,51367447
2026-03-03,349.77351881544894,353.73816518848366,349.66491474769157,350.88086731003114,71714767
2026-03-04,350.8378174407078,357.5483403463467,348.87010186157477,350.88086731003114,47224311
2026-03-05,349.15160791075897,354.5920479849323,344.37090221153767,350.88086731003114,66630520
2026-03-06,349.24196197917274,351.77223191004737,342.9014560522895,350.88086731003114,60022401
2026-03-09,340.86456489066006,346.28356375969275,340.1166888944951,341.37827726012927,72642932
2026-03-10,345.77283235348995,346.07600113749066,340.9461188375961,344.68767121987565,56064546
2026-03-11,351.5348687412628,357.9138122159731,343.6597419037375,349.911743546809,62109598
2026-03-12,335.9837602607077,336.500616748053,331.4816903831929,335.7740722915795,71324526
2026-03-13,322.36166112799157,326.394030827769,317.91082452392106,323.86112081961323,70062383
2026-03-16,311.47127722795983,313.8436442975694,306.6985547539799,311.48454697461943,61270326
2026-03-17,311.4084901736389,313.67796358151344,304.2931345890837,310.27160712138397,49321555
2026-03-18,310.2718747368522,315.3431206625002,305.20634109313244,309.78209394758,70691687
2026-03-19,295.235737032848,299.8959268557495,294.12822783777335,296.01032434927356,71807619
